ID,point num,type,vnum,value,x,y,z,,id,avg value,avg x,avg y,avg z
d49_10,11,10,193,10.3885,78.9,56.5,106.2,,,,,,
d49_10,12,10,387,8.4750,75.9,61.9,105.3,,,,,,
d49_10,13,10,351,7.2428,74.0,63.0,103.3,,,,,,
d49_10,14,10,913,7.0137,68.5,77.7,107.8,,,,,,
d49_10,15,10,939,8.3568,64.4,78.1,113.0,,,,,,
d49_20,1,20,972,9.2023,72.2,82.8,103.4,,,,,,
d49_20,2,20,349,8.6631,84.5,62.7,106.9,,,,,,
d49_20,3,20,193,12.0726,78.9,56.5,106.2,,,,,,
d49_20,4,20,137,10.6130,81.9,53.1,100.9,,,,,,
d49_20,5,20,1118,8.6210,56.3,87.7,131.4,,,,,,
d49_20,6,20,1054,10.3668,66.3,84.8,130.8,,,,,,
d49_20,7,20,1145,8.9155,68.3,88.7,131.8,,,,,,
d49_20,8,20,778,6.3568,73.9,78.1,122.7,,,,,,
d49_20,9,20,526,6.3035,65.6,69.5,128.8,,,,,,
d49_20,10,20,1173,6.6371,55.9,87.8,126.5,,,,,,
d49_20,11,20,263,7.5326,86.1,57.4,117.5,,,,,,
d49_20,12,20,559,7.4146,81.1,71.7,113.3,,,,,,
d49_20,13,20,530,4.3461,68.4,69.6,111.2,,,,,,
d49_20,14,20,1089,4.2491,63.8,86.3,110.6,,,,,,
d49_20,15,20,888,4.3426,71.2,79.4,113.2,,,,,,
d49_30,1,30,465,18.1072,66.8,66.9,113.6,,,,,,
d49_30,2,30,936,12.2842,63.3,79.0,120.5,,,,,,
d49_30,3,30,806,16.4929,67.2,74.3,123.1,,,,,,
d49_30,4,30,1175,10.6693,77.2,89.4,119.9,,,,,,
d49_30,5,30,735,11.9526,65.8,78.0,119.8,,,,,,
d49_30,6,30,935,10.7217,66.2,79.6,119.4,,,,,,
d49_30,7,30,1088,8.2117,73.0,85.0,118.6,,,,,,
d49_30,8,30,743,5.4066,73.7,73.6,106.0,,,,,,
d49_30,9,30,654,5.6880,79.3,74.9,111.8,,,,,,
d49_30,10,30,530,8.8812,68.4,69.6,111.2,,,,,,
d49_30,11,30,349,5.1698,84.5,62.7,106.9,,,,,,
d49_30,12,30,649,6.5761,78.3,76.3,122.4,,,,,,
d49_30,13,30,1028,5.2224,80.5,84.6,123.8,,,,,,
d49_30,14,30,1006,5.8124,68.9,81.5,117.8,,,,,,
d49_30,15,30,1086,5.4345,60.1,82.5,121.4,,,,,,
d50_10,1,10,423,23.5844,73.4,57.1,77.7,,,,,,
d50_10,2,10,394,15.9433,74.1,55.2,76.4,,,,,,
d50_10,3,10,311,19.4981,66.2,53.6,73.2,,,,,,
d50_10,4,10,308,19.7776,76.4,53.9,79.5,,,,,,
d50_10,5,10,194,20.5457,70.0,48.5,80.7,,,,,,
d50_10,6,10,631,19.2791,62.4,62.3,88.2,,,,,,
d50_10,7,10,778,14.5437,55.8,66.7,89.7,,,,,,
d50_10,8,10,681,18.5043,64.4,64.1,88.8,,,,,,
d50_10,9,10,527,15.7001,59.7,58.7,87.1,,,,,,
d50_10,10,10,1199,18.7681,59.8,71.9,82.7,,,,,,
d50_10,11,10,1082,15.8992,62.1,71.0,81.4,,,,,,
d50_10,12,10,403,16.1680,59.9,58.8,87.1,,,,,,
d50_10,13,10,1550,32.8419,55.9,75.6,83.5,,,,,,
d50_10,14,10,136,19.5806,53.5,73.6,84.1,,,,,,
d50_10,15,10,1481,46.5602,52.9,75.5,83.9,,,,,,
d50_20,1,20,1814,15.1640,51.1,82.4,72.3,,,,,,
d50_20,2,20,1481,15.9893,52.9,75.5,83.9,,,,,,
d50_20,3,20,1275,16.0263,50.4,74.9,84.9,,,,,,
d50_20,4,20,1151,16.3353,58.7,71.7,90.2,,,,,,
d50_20,5,20,1097,12.9223,50.6,71.8,82.6,,,,,,
d50_20,6,20,1108,14.9244,52.3,72.9,84.0,,,,,,
d50_20,7,20,916,12.3304,55.6,68.6,88.7,,,,,,
d50_20,8,20,778,13.4462,55.8,66.7,89.7,,,,,,
d50_20,9,20,846,13.8547,57.7,68.5,89.6,,,,,,
d50_20,10,20,406,13.6246,71.5,57.0,78.6,,,,,,
d50_20,11,20,423,15.8069,73.4,57.1,77.7,,,,,,
d50_20,12,20,168,20.8705,73.2,49.0,80.5,,,,,,
d50_20,13,20,104,21.1491,71.3,47.4,81.4,,,,,,
d50_20,14,20,399,17.5837,73.4,56.0,76.5,,,,,,
d50_20,15,20,406,13.6246,71.5,57.0,78.6,,,,,,
d50_30,1,30,1199,21.8157,59.8,71.9,82.7,,,,,,
d50_30,2,30,975,25.4169,59.1,67.3,80.8,,,,,,
d50_30,3,30,943,32.8277,62.1,69.1,81.6,,,,,,
d50_30,4,30,1058,27.4969,65.4,70.3,80.0,,,,,,
d50_30,5,30,1082,38.9680,62.1,71.0,81.4,,,,,,
d50_30,6,30,681,19.8460,64.4,64.1,88.8,,,,,,
d50_30,7,30,1227,20.6202,50.1,72.8,73.7,,,,,,
d50_30,8,30,1259,23.0680,52.0,73.1,73.0,,,,,,
d50_30,9,30,423,34.0232,73.4,57.1,77.7,,,,,,
d50_30,10,30,498,21.6850,69.2,58.4,79.0,,,,,,
d50_30,11,30,314,18.9834,68.4,54.6,79.6,,,,,,
d50_30,12,30,406,23.8609,71.5,57.0,78.6,,,,,,
d50_30,13,30,1178,30.9221,60.3,72.9,83.1,,,,,,
d50_30,14,30,1206,18.2567,47.9,75.0,74.4,,,,,,
d50_30,15,30,517,25.6263,69.9,59.9,79.8,,,,,,
d51_10,1,10,901,19.3623,85.4,84.3,116.8,,,,,,
d51_10,2,10,541,18.5991,80.0,72.8,124.4,,,,,,
d51_10,3,10,510,22.4163,84.0,72.5,116.5,,,,,,
d51_10,4,10,426,24.1088,83.3,69.7,118.0,,,,,,
d51_10,5,10,198,18.9751,95.5,60.9,120.9,,,,,,
d51_10,6,10,242,21.0213,87.7,59.5,124.8,,,,,,
d51_10,7,10,289,20.7327,80.9,62.9,108.9,,,,,,
d51_10,8,10,406,19.5077,85.9,67.8,110.5,,,,,,
d51_10,9,10,488,19.6724,86.4,74.1,109.9,,,,,,
d51_10,10,10,286,17.5266,84.5,63.6,118.9,,,,,,
d51_10,11,10,427,16.6231,76.7,67.6,120.7,,,,,,
d51_10,12,10,336,14.1123,81.4,66.3,119.5,,,,,,
d51_10,13,10,179,18.0325,91.4,58.1,119.4,,,,,,
d51_10,14,10,1146,15.2922,76.6,91.0,108.0,,,,,,
d51_10,15,10,770,13.4200,75.1,80.6,103.1,,,,,,
d51_20,1,20,505,41.3106,86.0,75.0,131.0,,,,,,
d51_20,2,20,449,33.2807,82.2,73.9,130.4,,,,,,
d51_20,3,20,482,16.9006,85.6,74.8,128.5,,,,,,
d51_20,4,20,629,26.9716,86.6,78.2,131.8,,,,,,
d51_20,5,20,574,17.8178,72.8,75.3,126.2,,,,,,
d51_20,6,20,866,16.7849,83.2,85.0,114.8,,,,,,
d51_20,7,20,990,26.0267,85.6,86.3,122.7,,,,,,
d51_20,8,20,761,23.1689,78.2,81.2,127.4,,,,,,
d51_20,9,20,541,25.5084,80.0,72.8,124.4,,,,,,
d51_20,10,20,961,25.6721,75.6,90.6,108.2,,,,,,
d51_20,11,20,1115,18.4865,72.3,89.3,106.6,,,,,,
d51_20,12,20,485,27.5051,74.0,71.2,125.5,,,,,,
d51_20,13,20,633,21.4236,79.7,76.6,128.4,,,,,,
d51_20,14,20,988,19.5148,83.1,85.6,128.1,,,,,,
d51_20,15,20,1059,17.4468,84.7,88.0,129.3,,,,,,
d51_30,1,30,485,33.3127,74.0,71.2,125.5,,,,,,
d51_30,2,30,572,46.0433,88.1,76.1,128.3,,,,,,
d51_30,3,30,629,29.9519,86.6,78.2,131.8,,,,,,
d51_30,4,30,633,39.8544,79.7,76.6,128.4,,,,,,
d51_30,5,30,795,42.2475,75.3,80.1,125.9,,,,,,
d51_30,6,30,832,27.1944,81.3,84.3,114.0,,,,,,
d51_30,7,30,730,26.3379,77.1,81.5,114.6,,,,,,
d51_30,8,30,1029,19.8901,80.7,88.2,115.5,,,,,,
d51_30,9,30,449,36.3234,82.2,73.9,130.4,,,,,,
d51_30,10,30,242,19.9947,87.7,59.5,124.8,,,,,,
d51_30,11,30,365,26.6753,90.0,65.9,129.7,,,,,,
d51_30,12,30,432,27.6803,79.4,66.9,108.1,,,,,,
d51_30,13,30,512,18.6992,80.5,76.5,103.2,,,,,,
d51_30,14,30,426,24.2532,83.3,69.7,118.0,,,,,,
d51_30,15,30,510,20.1863,84.0,72.5,116.5,,,,,,
d54_10,1,10,3913,29.8616,98.6,52.1,135.8,,,,,,
d54_10,2,10,63,23.8755,104.4,49.8,134.2,,,,,,
d54_10,3,10,3914,25.0339,95.6,58.4,135.5,,,,,,
d54_10,4,10,1022,26.4427,90.3,83.9,129.0,,,,,,
d54_10,5,10,283,23.8372,96.1,63.1,140.8,,,,,,
d54_10,6,10,3915,34.4122,102.8,60.1,136.8,,,,,,
d54_10,7,10,61,26.8479,103.2,50.4,134.9,,,,,,
d54_10,8,10,283,23.8372,96.1,63.1,140.8,,,,,,
d54_10,9,10,254,25.5648,94.0,62.1,135.0,,,,,,
d54_10,10,10,3912,35.2921,98.5,51.8,137.1,,,,,,
d54_10,11,10,336,27.6348,95.8,65.4,135.8,,,,,,
d54_10,12,10,661,18.0859,84.4,69.9,110.5,,,,,,
d54_10,13,10,659,21.6585,89.9,72.9,114.1,,,,,,
d54_10,14,10,430,20.3372,96.7,64.3,117.8,,,,,,
d54_10,15,10,620,18.2088,92.9,76.3,128.5,,,,,,
d54_20,1,20,484,23.7949,95.9,8.0,111.8,,,,,,
d54_20,2,20,434,19.5133,90.4,64.8,108.9,,,,,,
d54_20,3,20,63,25.0303,104.4,49.8,134.2,,,,,,
d54_20,4,20,90,24.6788,106.4,53.1,133.5,,,,,,
d54_20,5,20,503,21.8361,100.0,67.6,139.4,,,,,,
d54_20,6,20,358,19.2092,99.4,66.0,142.2,,,,,,
d54_20,7,20,412,20.1026,94.1,68.9,147.1,,,,,,
d54_20,8,20,449,16.0854,90.1,69.6,134.6,,,,,,
d54_20,9,20,189,15.8563,95.1,58.9,107.6,,,,,,
d54_20,10,20,208,15.0997,96.8,54.4,117.2,,,,,,
d54_20,11,20,202,16.9192,111.3,58.3,127.9,,,,,,
d54_20,12,20,24,28.8133,115.9,47.1,121.8,,,,,,
d54_20,13,20,569,11.3430,91.8,73.5,118.9,,,,,,
d54_20,14,20,164,10.7321,98.4,53.0,120.3,,,,,,
d54_20,15,20,131,11.3166,101.3,56.0,121.6,,,,,,
d54_30,1,30,620,36.7371,92.9,76.3,128.5,,,,,,
d54_30,2,30,418,27.8056,94.4,65.7,142.7,,,,,,
d54_30,3,30,358,26.4680,99.4,66.0,142.2,,,,,,
d54_30,4,30,63,24.2250,104.4,49.8,134.2,,,,,,
d54_30,5,30,512,27.3640,88.9,66.5,108.2,,,,,,
d54_30,6,30,430,23.9420,96.7,64.3,117.8,,,,,,
d54_30,7,30,387,27.6186,81.5,65.8,129.9,,,,,,
d54_30,8,30,144,25.8153,94.4,54.7,136.1,,,,,,
d54_30,9,30,469,32.7154,99.0,69.0,142.1,,,,,,
d54_30,10,30,286,23.4877,97.3,61.5,133.6,,,,,,
d54_30,11,30,660,24.7207,87.3,70.5,112.3,,,,,,
d54_30,12,30,209,18.7862,90.7,59.8,114.8,,,,,,
d54_30,13,30,90,17.7252,106.4,53.1,133.5,,,,,,
d54_30,14,30,200,22.2919,91.1,57.7,137.1,,,,,,
d54_30,15,30,432,20.9794,85.6,68.0,113.2,,,,,,
d55_10,1,10,405,56.1573,94.9,55.9,132.9,,,,,,
d55_10,2,10,225,28.4840,95.3,50.9,129.6,,,,,,
d55_10,3,10,334,28.2450,94.3,52.0,132.9,,,,,,
d55_10,4,10,6944,38.9342,97.4,56.4,132.1,,,,,,
d55_10,5,10,479,31.2091,94.2,53.9,132.3,,,,,,
d55_10,6,10,829,39.0302,93.9,67.8,138.0,,,,,,
d55_10,7,10,7215,28.5890,90.3,66.1,137.4,,,,,,
d55_10,8,10,545,32.0591,88.0,56.3,135.0,,,,,,
d55_10,9,10,219,24.7041,107.2,50.4,144.4,,,,,,
d55_10,10,10,778,28.0645,97.5,67.1,131.2,,,,,,
d55_10,11,10,1056,28.6388,87.2,67.2,137.5,,,,,,
d55_10,12,10,288,27.3454,103.6,49.0,146.4,,,,,,
d55_10,13,10,410,40.6347,91.6,53.9,122.5,,,,,,
d55_10,14,10,337,18.4922,100.4,52.4,128.5,,,,,,
d55_10,15,10,172,18.2867,96.0,47.0,131.2,,,,,,
d55_20,1,20,368,33.5671,94.2,53.2,135.8,,,,,,
d55_20,2,20,259,24.2668,100.2,48.2,138.4,,,,,,
d55_20,3,20,331,56.0810,100.0,51.2,143.6,,,,,,
d55_20,4,20,586,24.7175,91.9,60.9,145.5,,,,,,
d55_20,5,20,6464,26.6131,99.5,47.8,142.7,,,,,,
d55_20,6,20,1048,22.7667,90.9,72.0,149.1,,,,,,
d55_20,7,20,191,36.8228,102.9,48.7,146.2,,,,,,
d55_20,8,20,402,28.3311,108.2,55.4,145.9,,,,,,
d55_20,9,20,86,22.6813,112.2,42.9,153.8,,,,,,
d55_20,10,20,516,20.0157,100.3,58.9,133.9,,,,,,
d55_20,11,20,296,16.9173,96.4,49.1,139.6,,,,,,
d55_20,12,20,405,16.6543,94.9,55.9,132.9,,,,,,
d55_20,13,20,221,17.0516,111.4,49.8,139.2,,,,,,
d55_20,14,20,473,25.1567,97.6,55.8,142.6,,,,,,
d55_20,15,20,540,17.2096,88.7,56.9,146.5,,,,,,
d55_30,1,30,259,31.6301,100.2,48.2,138.4,,,,,,
d55_30,2,30,260,21.5994,98.9,47.7,137.6,,,,,,
d55_30,3,30,480,30.3749,91.4,56.6,123.8,,,,,,
d55_30,4,30,516,19.2170,100.3,58.9,133.9,,,,,,
d55_30,5,30,172,20.6265,96.0,47.7,131.2,,,,,,
d55_30,6,30,6234,29.1635,104.0,50.8,136.5,,,,,,
d55_30,7,30,512,18.9710,99.0,57.8,139.9,,,,,,
d55_30,8,30,369,22.8395,105.4,54.4,137.9,,,,,,
d55_30,9,30,513,24.1738,102.4,57.6,140.1,,,,,,
d55_30,10,30,927,20.4203,97.4,68.9,128.5,,,,,,
d55_30,11,30,368,24.7611,94.2,53.2,135.8,,,,,,
d55_30,12,30,234,28.8767,104.2,49.1,117.2,,,,,,
d55_30,13,30,585,19.8787,103.8,59.2,144.6,,,,,,
d55_30,14,30,554,22.0138,90.1,61.0,125.3,,,,,,
d55_30,15,30,331,19.1326,100.0,51.2,143.6,,,,,,
d56_10,1,10,390,13.0650,94.0,35.0,144.8,,,,,,
d56_10,2,10,455,12.8992,95.2,36.6,141.1,,,,,,
d56_10,3,10,6917,12.5284,105.0,26.7,146.7,,,,,,
d56_10,4,10,200,12.7080,102.4,29.0,140.9,,,,,,
d56_10,5,10,7421,12.8169,91.5,44.6,135.0,,,,,,
d56_10,6,10,130,11.2848,101.6,26.7,159.9,,,,,,
d56_10,7,10,129,12.1986,101.9,27.3,164.1,,,,,,
d56_10,8,10,223,11.6261,96.7,31.5,166.3,,,,,,
d56_10,9,10,167,8.6671,99.1,29.0,160.9,,,,,,
d56_10,10,10,695,8.5006,95.6,48.4,145.7,,,,,,
d56_10,11,10,930,8.1897,86.6,47.8,138.9,,,,,,
d56_10,12,10,7439,7.7220,85.7,45.3,162.0,,,,,,
d56_10,13,10,151,6.6872,98.8,29.3,151.7,,,,,,
d56_10,14,10,7450,9.4552,99.4,56.1,153.9,,,,,,
d56_10,15,10,6458,10.5521,94.6,48.3,168.0,,,,,,
d56_20,1,20,6920,22.1752,83.4,57.1,168.9,,,,,,
d56_20,2,20,1074,24.3834,84.6,57.7,169.0,,,,,,
d56_20,3,20,1024,19.7695,88.8,57.5,166.1,,,,,,
d56_20,4,20,1118,22.2836,90.7,58.8,166.8,,,,,,
d56_20,5,20,1381,22.1468,82.3,55.6,167.5,,,,,,
d56_20,6,20,218,21.5680,99.8,29.8,170.8,,,,,,
d56_20,7,20,7439,12.8189,85.7,45.3,162.0,,,,,,
d56_20,8,20,950,12.6589,97.9,52.4,164.8,,,,,,
d56_20,9,20,991,21.3650,79.7,55.7,161.3,,,,,,
d56_20,10,20,825,14.1757,81.5,46.6,163.9,,,,,,
d56_20,11,20,1586,13.9318,80.8,65.4,147.6,,,,,,
d56_20,12,20,1341,14.0310,78.2,59.1,140.8,,,,,,
d56_20,13,20,1295,12.4530,76.0,55.2,153.5,,,,,,
d56_20,14,20,7123,14.8468,82.0,64.5,157.8,,,,,,
d56_20,15,20,917,17.7588,78.1,51.8,162.3,,,,,,
d56_30,1,30,154,13.8126,102.5,26.9,148.4,,,,,,
d56_30,2,30,490,15.5431,99.7,37.4,140.7,,,,,,
d56_30,3,30,695,13.2047,95.6,48.4,145.7,,,,,,
d56_30,4,30,7154,18.2785,98.5,37.0,135.0,,,,,,
d56_30,5,30,497,37.9630,104.4,43.5,134.6,,,,,,
d56_30,6,30,415,12.5217,88.2,37.9,150.5,,,,,,
d56_30,7,30,6872,12.6843,98.2,36.4,136.7,,,,,,
d56_30,8,30,684,12.3334,86.1,48.0,154.5,,,,,,
d56_30,9,30,597,12.1839,83.9,44.8,156.0,,,,,,
d56_30,10,30,7439,13.8167,85.7,45.3,162.0,,,,,,
d56_30,11,30,455,17.2782,95.2,36.6,141.1,,,,,,
d56_30,12,30,7188,9.5296,84.5,45.1,156.9,,,,,,
d56_30,13,30,6958,11.4951,88.8,38.1,160.8,,,,,,
d56_30,14,30,877,12.8400,88.6,48.1,164.1,,,,,,
d56_30,15,30,1085,11.5733,92.2,51.3,148.2,,,,,,
d57_10,1,10,6700,37.1568,85.3,61.2,132.1,,,,,,
d57_10,2,10,677,38.4519,81.8,55.7,129.7,,,,,,
d57_10,3,10,892,30.8540,86.2,63.3,130.2,,,,,,
d57_10,4,10,1052,28.9226,89.3,65.6,132.3,,,,,,
d57_10,5,10,930,21.8441,89.1,64.1,133.5,,,,,,
d57_10,6,10,1100,23.5157,85.8,64.1,129.6,,,,,,
d57_10,7,10,7286,27.2048,87.4,58.8,119.6,,,,,,
d57_10,8,10,785,27.8397,81.5,59.6,130.8,,,,,,
d57_10,9,10,967,21.9347,82.0,59.8,131.8,,,,,,
d57_10,10,10,786,15.9504,80.3,58.3,127.9,,,,,,
d57_10,11,10,780,17.8440,92.4,60.5,134.0,,,,,,
d57_10,12,10,804,15.4988,85.8,64.3,139.6,,,,,,
d57_10,13,10,6342,17.6060,90.3,54.7,145.6,,,,,,
d57_10,14,10,520,16.5105,90.9,54.2,142.1,,,,,,
d57_10,15,10,580,17.6296,93.1,56.0,143.6,,,,,,
d57_20,1,20,780,42.6808,92.4,60.5,134.0,,,,,,
d57_20,2,20,930,25.1247,89.1,64.1,133.5,,,,,,
d57_20,3,20,892,29.2650,86.2,63.3,130.2,,,,,,
d57_20,4,20,1100,25.1428,85.8,64.1,129.6,,,,,,
d57_20,5,20,413,22.0630,90.5,48.6,123.0,,,,,,
d57_20,6,20,534,21.7642,88.5,49.9,121.7,,,,,,
d57_20,7,20,7286,27.5385,87.4,58.8,119.6,,,,,,
d57_20,8,20,895,20.6267,88.0,61.8,118.2,,,,,,
d57_20,9,20,723,24.4229,87.0,54.5,145.3,,,,,,
d57_20,10,20,834,20.1955,92.2,59.9,151.0,,,,,,
d57_20,11,20,636,21.0296,97.1,56.1,148.2,,,,,,
d57_20,12,20,579,20.8380,90.1,56.2,149.0,,,,,,
d57_20,13,20,1379,20.3203,88.0,75.2,138.0,,,,,,
d57_20,14,20,694,21.0031,81.4,54.0,147.2,,,,,,
d57_20,15,20,376,18.4234,84.2,44.9,139.6,,,,,,
d57_30,1,30,488,26.0059,83.0,50.4,146.6,,,,,,
d57_30,2,30,516,36.3449,89.6,52.3,147.8,,,,,,
d57_30,3,30,489,10.5337,80.8,51.8,142.9,,,,,,
d57_30,4,30,836,27.8461,95.0,60.4,149.6,,,,,,
d57_30,5,30,694,22.7252,81.4,54.0,147.2,,,,,,
d57_30,6,30,205,25.7441,99.8,38.1,143.5,,,,,,
d57_30,7,30,578,27.1536,91.6,56.0,150.6,,,,,,
d57_30,8,30,579,30.7173,90.1,56.2,149.0,,,,,,
d57_30,9,30,7286,29.2015,87.4,58.8,119.6,,,,,,
d57_30,10,30,7022,20.7663,73.0,73.7,122.7,,,,,,
d57_30,11,30,1601,19.4598,77.7,80.4,125.2,,,,,,
d57_30,12,30,490,16.5746,84.4,54.1,144.4,,,,,,
d57_30,13,30,6667,17.2785,99.5,52.2,146.7,,,,,,
d57_30,14,30,157,15.4174,93.6,37.9,141.9,,,,,,
d57_30,15,30,6676,17.7352,84.6,55.4,142.5,,,,,,
d58_10,1,10,291,21.0205,82.4,65.3,130.5,,,,,,
d58_10,2,10,6611,24.8914,72.3,91.3,135.0,,,,,,
d58_10,3,10,1314,35.8816,74.2,95.2,137.0,,,,,,
d58_10,4,10,7370,17.3052,83.0,72.1,145.8,,,,,,
d58_10,5,10,334,16.1450,82.3,71.5,148.0,,,,,,
d58_10,6,10,824,16.9418,80.0,84.5,139.1,,,,,,
d58_10,7,10,744,15.9039,76.3,79.3,140.6,,,,,,
d58_10,8,10,828,16.2206,69.2,87.1,131.4,,,,,,
d58_10,9,10,482,18.5133,76.1,76.2,141.4,,,,,,
d58_10,10,10,571,15.9882,80.6,79.5,145.5,,,,,,
d58_10,11,10,6550,17.3736,84.9,73.5,144.8,,,,,,
d58_10,12,10,334,16.1450,82.3,71.5,148.0,,,,,,
d58_10,13,10,478,15.7925,86.7,73.4,145.1,,,,,,
d58_10,14,10,1071,23.7459,77.2,94.6,136.6,,,,,,
d58_10,15,10,6989,16.9494,71.2,90.6,136.7,,,,,,
d58_20,1,20,7501,9.7619,88.2,60.1,138.4,,,,,,
d58_20,2,20,227,8.4436,82.0,64.6,146.3,,,,,,
d58_20,3,20,205,9.6538,95.7,65.2,137.3,,,,,,
d58_20,4,20,408,11.2875,85.8,72.3,133.9,,,,,,
d58_20,5,20,343,15.6673,86.5,70.1,134.7,,,,,,
d58_20,6,20,1524,14.5439,70.8,98.8,127.2,,,,,,
d58_20,7,20,1481,19.3529,66.1,98.1,125.9,,,,,,
d58_20,8,20,1581,12.3912,65.2,99.4,134.7,,,,,,
d58_20,9,20,1372,12.1549,71.8,100.2,126.9,,,,,,
d58_20,10,20,1682,11.2156,62.1,100.0,141.1,,,,,,
d58_20,11,20,6682,8.3990,76.8,98.0,129.1,,,,,,
d58_20,12,20,7051,10.4425,75.9,99.6,128.5,,,,,,
d58_20,13,20,1113,11.7080,67.0,88.1,140.9,,,,,,
d58_20,14,20,183,9.0776,94.4,64.3,135.6,,,,,,
d58_20,15,20,412,8.9653,84.0,71.8,130.9,,,,,,
d58_30,1,30,335,8.7105,76.9,70.9,145.3,,,,,,
d58_30,2,30,6777,8.8793,77.9,68.5,141.1,,,,,,
d58_30,3,30,749,8.4941,84.0,84.1,140.1,,,,,,
d58_30,4,30,478,9.3982,86.7,73.4,145.1,,,,,,
d58_30,5,30,6931,8.3499,95.8,70.1,145.0,,,,,,
d58_30,6,30,436,10.9708,88.4,72.5,136.4,,,,,,
d58_30,7,30,6529,8.0291,81.9,79.0,130.8,,,,,,
d58_30,8,30,913,9.4599,73.1,89.5,132.6,,,,,,
d58_30,9,30,6550,9.6630,84.9,73.5,144.8,,,,,,
d58_30,10,30,366,8.7972,90.9,68.5,148.6,,,,,,
d58_30,11,30,6919,8.6231,87.0,58.9,143.5,,,,,,
d58_30,12,30,470,7.3815,88.4,73.6,148.0,,,,,,
d58_30,13,30,148,7.5252,89.8,62.1,132.8,,,,,,
d58_30,14,30,225,7.1668,93.9,68.9,148.4,,,,,,
d58_30,15,30,217,11.2877,89.7,66.9,158.4,,,,,,